Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Italy,Italy,IT,317.69,401.21,38.61,36.51,,false,
2021-01-01 01:00:00,Italy,Italy,IT,320.21,403.67,38.89,37.38,,false,
2021-01-01 02:00:00,Italy,Italy,IT,314.4,397,40.11,37.97,,false,
2021-01-01 03:00:00,Italy,Italy,IT,311.25,393.58,40.54,37.95,,false,
2021-01-01 04:00:00,Italy,Italy,IT,318.99,402.72,39.06,37.57,,false,
2021-01-01 05:00:00,Italy,Italy,IT,316.33,398.69,40.15,37.83,,false,
2021-01-01 06:00:00,Italy,Italy,IT,301.88,380.71,43.39,38.51,,false,
2021-01-01 07:00:00,Italy,Italy,IT,285.4,359.94,47.09,43.65,,false,
2021-01-01 08:00:00,Italy,Italy,IT,271.83,345.08,48.82,46.3,,false,
2021-01-01 09:00:00,Italy,Italy,IT,271.36,345.6,47.93,45.56,,false,
2021-01-01 10:00:00,Italy,Italy,IT,276.64,351.67,46.75,45.2,,false,
2021-01-01 11:00:00,Italy,Italy,IT,276.93,348.65,48.79,47.85,,false,
2021-01-01 12:00:00,Italy,Italy,IT,273.97,345.95,49.03,47.62,,false,
2021-01-01 13:00:00,Italy,Italy,IT,272.05,346.19,47.8,45.23,,false,
2021-01-01 14:00:00,Italy,Italy,IT,280.84,358.27,44.69,41.43,,false,
2021-01-01 15:00:00,Italy,Italy,IT,290.83,370.48,42.17,37.89,,false,
2021-01-01 16:00:00,Italy,Italy,IT,276.92,353.28,44.86,40.1,,false,
2021-01-01 17:00:00,Italy,Italy,IT,268.69,341.78,47.53,42.15,,false,
2021-01-01 18:00:00,Italy,Italy,IT,267.01,339.35,48.19,42.79,,false,
2021-01-01 19:00:00,Italy,Italy,IT,263.49,335.44,48.81,41.99,,false,
2021-01-01 20:00:00,Italy,Italy,IT,274.69,348.78,46.8,41.35,,false,
2021-01-01 21:00:00,Italy,Italy,IT,289.62,367.79,43.38,40.48,,false,
2021-01-01 22:00:00,Italy,Italy,IT,291.93,369.79,43.82,42.15,,false,
2021-01-01 23:00:00,Italy,Italy,IT,297.87,376.32,43.47,42.72,,false,
2021-01-02 00:00:00,Italy,Italy,IT,292.57,369.22,45.38,44.45,,false,
2021-01-02 01:00:00,Italy,Italy,IT,295.89,373.47,44.62,43.77,,false,
2021-01-02 02:00:00,Italy,Italy,IT,293.86,371.4,44.78,43.88,,false,
2021-01-02 03:00:00,Italy,Italy,IT,289.84,367.01,45.23,44.31,,false,
2021-01-02 04:00:00,Italy,Italy,IT,290.68,367.95,44.85,43.91,,false,
2021-01-02 05:00:00,Italy,Italy,IT,283.18,357.47,47.15,43.79,,false,
2021-01-02 06:00:00,Italy,Italy,IT,268.37,338.88,50.46,45.27,,false,
2021-01-02 07:00:00,Italy,Italy,IT,261.22,330.49,51.42,46.18,,false,
2021-01-02 08:00:00,Italy,Italy,IT,251.1,318.72,53.39,48.38,,false,
2021-01-02 09:00:00,Italy,Italy,IT,240.55,306.56,55.08,50.28,,false,
2021-01-02 10:00:00,Italy,Italy,IT,242.71,309.63,54.26,49.85,,false,
2021-01-02 11:00:00,Italy,Italy,IT,247.35,315.68,52.85,49.54,,false,
2021-01-02 12:00:00,Italy,Italy,IT,254.61,325.19,51.06,46.78,,false,
2021-01-02 13:00:00,Italy,Italy,IT,253.14,323.14,51.63,46.52,,false,
2021-01-02 14:00:00,Italy,Italy,IT,256.87,327.53,50.68,44.42,,false,
2021-01-02 15:00:00,Italy,Italy,IT,266.4,337.08,49.63,43.59,,false,
2021-01-02 16:00:00,Italy,Italy,IT,297.59,364.52,49.48,47.22,,false,
2021-01-02 17:00:00,Italy,Italy,IT,290.62,355.41,51.26,48.55,,false,
2021-01-02 18:00:00,Italy,Italy,IT,275.39,340.91,51.89,47.27,,false,
2021-01-02 19:00:00,Italy,Italy,IT,273.41,342.69,49.97,44.03,,false,
2021-01-02 20:00:00,Italy,Italy,IT,292.67,367.68,45.14,40.68,,false,
2021-01-02 21:00:00,Italy,Italy,IT,307.04,386.39,41.45,38.69,,false,
2021-01-02 22:00:00,Italy,Italy,IT,309.75,389.81,41.12,39.76,,false,
2021-01-02 23:00:00,Italy,Italy,IT,305.58,384.92,42.36,40.8,,false,
2021-01-03 00:00:00,Italy,Italy,IT,300.71,378.49,44.02,42.86,,false,
2021-01-03 01:00:00,Italy,Italy,IT,296.74,373.7,45.22,43.96,,false,
2021-01-03 02:00:00,Italy,Italy,IT,308.24,387.4,43.15,42.05,,false,
2021-01-03 03:00:00,Italy,Italy,IT,312.35,392.43,42.27,41.22,,false,
2021-01-03 04:00:00,Italy,Italy,IT,306.53,385.59,43.08,41.96,,false,
2021-01-03 05:00:00,Italy,Italy,IT,297.24,374.63,44.55,42.79,,false,
2021-01-03 06:00:00,Italy,Italy,IT,280.72,354.51,48.11,44.14,,false,
2021-01-03 07:00:00,Italy,Italy,IT,264.44,334.73,51.56,47.15,,false,
2021-01-03 08:00:00,Italy,Italy,IT,256.2,326.37,51.82,48.11,,false,
2021-01-03 09:00:00,Italy,Italy,IT,256.77,328.31,50.89,48.37,,false,
2021-01-03 10:00:00,Italy,Italy,IT,257.61,329.83,50.27,48.7,,false,
2021-01-03 11:00:00,Italy,Italy,IT,258.15,330.24,50.06,49.13,,false,
2021-01-03 12:00:00,Italy,Italy,IT,262.68,335.38,49.62,48.46,,false,
2021-01-03 13:00:00,Italy,Italy,IT,262.92,334.93,50.29,47.27,,false,
2021-01-03 14:00:00,Italy,Italy,IT,280.01,354.61,47.11,43.54,,false,
2021-01-03 15:00:00,Italy,Italy,IT,281.71,355.95,46.71,42.82,,false,
2021-01-03 16:00:00,Italy,Italy,IT,284.11,358.21,46.2,41.12,,false,
2021-01-03 17:00:00,Italy,Italy,IT,286.16,358.51,47.37,42.89,,false,
2021-01-03 18:00:00,Italy,Italy,IT,308.4,379.95,46.29,43.37,,false,
2021-01-03 19:00:00,Italy,Italy,IT,308.16,382.02,44.8,41.77,,false,
2021-01-03 20:00:00,Italy,Italy,IT,298.41,374.37,44.27,40.28,,false,
2021-01-03 21:00:00,Italy,Italy,IT,315.89,396.47,40.26,38.25,,false,
2021-01-03 22:00:00,Italy,Italy,IT,322.77,407.11,37.35,36.51,,false,
2021-01-03 23:00:00,Italy,Italy,IT,331.03,418.16,35.56,34.55,,false,
2021-01-04 00:00:00,Italy,Italy,IT,338.32,425.9,34.88,33.77,,false,
2021-01-04 01:00:00,Italy,Italy,IT,352.98,441.86,33.34,32.17,,false,
2021-01-04 02:00:00,Italy,Italy,IT,350.49,437.99,34.7,32.79,,false,
2021-01-04 03:00:00,Italy,Italy,IT,350.63,437.6,34.94,33.4,,false,
2021-01-04 04:00:00,Italy,Italy,IT,342.1,429.55,34.84,32.79,,false,
2021-01-04 05:00:00,Italy,Italy,IT,328.53,412.35,37.38,33.6,,false,
2021-01-04 06:00:00,Italy,Italy,IT,349.39,433.25,35.19,32.95,,false,
2021-01-04 07:00:00,Italy,Italy,IT,321.97,402.48,38.85,36.13,,false,
2021-01-04 08:00:00,Italy,Italy,IT,314.8,390.54,42.12,40.87,,false,
2021-01-04 09:00:00,Italy,Italy,IT,307.1,383.85,42.02,40.98,,false,
2021-01-04 10:00:00,Italy,Italy,IT,301.81,380.15,41.28,40.39,,false,
2021-01-04 11:00:00,Italy,Italy,IT,293.23,370.58,42.6,41.7,,false,
2021-01-04 12:00:00,Italy,Italy,IT,292.58,370.09,42.48,41.64,,false,
2021-01-04 13:00:00,Italy,Italy,IT,294.62,373.62,41.37,39.24,,false,
2021-01-04 14:00:00,Italy,Italy,IT,310.25,390.3,39.36,37.22,,false,
2021-01-04 15:00:00,Italy,Italy,IT,320.3,401.22,37.92,35.09,,false,
2021-01-04 16:00:00,Italy,Italy,IT,323.35,404.02,37.79,35.14,,false,
2021-01-04 17:00:00,Italy,Italy,IT,320.91,400.45,38.54,36.73,,false,
2021-01-04 18:00:00,Italy,Italy,IT,321.14,401.9,37.78,35.74,,false,
2021-01-04 19:00:00,Italy,Italy,IT,327.69,410.73,35.88,34.43,,false,
2021-01-04 20:00:00,Italy,Italy,IT,334.61,420.7,33.71,31.67,,false,
2021-01-04 21:00:00,Italy,Italy,IT,338.09,426.5,32.01,30.46,,false,
2021-01-04 22:00:00,Italy,Italy,IT,342.12,431.64,31.14,29.89,,false,
2021-01-04 23:00:00,Italy,Italy,IT,348.31,438.26,30.65,29.83,,false,
2021-01-05 00:00:00,Italy,Italy,IT,349.39,438.7,31.44,30.51,,false,
2021-01-05 01:00:00,Italy,Italy,IT,352.38,442.06,31.31,30.35,,false,
2021-01-05 02:00:00,Italy,Italy,IT,349.5,438.41,32.01,30.97,,false,
2021-01-05 03:00:00,Italy,Italy,IT,347.06,435.7,31.92,30.99,,false,
2021-01-05 04:00:00,Italy,Italy,IT,340.7,428.22,33.04,31.51,,false,
2021-01-05 05:00:00,Italy,Italy,IT,340.36,428.76,31.8,30.33,,false,
2021-01-05 06:00:00,Italy,Italy,IT,339.63,425.39,33.18,31.96,,false,
2021-01-05 07:00:00,Italy,Italy,IT,320.53,401.89,37.39,36.04,,false,
2021-01-05 08:00:00,Italy,Italy,IT,310.97,389.58,39.73,38.52,,false,
2021-01-05 09:00:00,Italy,Italy,IT,295.54,373.08,41.39,40.31,,false,
2021-01-05 10:00:00,Italy,Italy,IT,286.24,363.36,42.27,40.99,,false,
2021-01-05 11:00:00,Italy,Italy,IT,289.25,365.3,42.97,42.16,,false,
2021-01-05 12:00:00,Italy,Italy,IT,293.51,370.93,41.95,41.22,,false,
2021-01-05 13:00:00,Italy,Italy,IT,292,370.59,41.2,39.74,,false,
2021-01-05 14:00:00,Italy,Italy,IT,299.78,377.91,40.59,39.2,,false,
2021-01-05 15:00:00,Italy,Italy,IT,311.23,390.17,39.38,37.8,,false,
2021-01-05 16:00:00,Italy,Italy,IT,308.4,384.89,41.13,39.93,,false,
2021-01-05 17:00:00,Italy,Italy,IT,306.86,384.13,40.74,39.41,,false,
2021-01-05 18:00:00,Italy,Italy,IT,305.28,382.92,40.69,39.19,,false,
2021-01-05 19:00:00,Italy,Italy,IT,311.23,390.19,39.47,38.63,,false,
2021-01-05 20:00:00,Italy,Italy,IT,312.31,393.23,38.25,37.13,,false,
2021-01-05 21:00:00,Italy,Italy,IT,310.88,393.85,37.28,36.25,,false,
2021-01-05 22:00:00,Italy,Italy,IT,307.38,389.3,38.64,37.87,,false,
2021-01-05 23:00:00,Italy,Italy,IT,308.56,389.4,39.74,39.07,,false,
2021-01-06 00:00:00,Italy,Italy,IT,309.12,390,39.94,39.31,,false,
2021-01-06 01:00:00,Italy,Italy,IT,311.48,392.71,39.78,39.14,,false,
2021-01-06 02:00:00,Italy,Italy,IT,310.94,392.55,39.61,38.98,,false,
2021-01-06 03:00:00,Italy,Italy,IT,317.23,400.63,38.04,37.4,,false,
2021-01-06 04:00:00,Italy,Italy,IT,321.69,406.01,37,36.44,,false,
2021-01-06 05:00:00,Italy,Italy,IT,319.07,403.27,36.91,36.41,,false,
2021-01-06 06:00:00,Italy,Italy,IT,318.14,402.7,36.52,36.08,,false,
2021-01-06 07:00:00,Italy,Italy,IT,311.68,394.88,37.89,37.42,,false,
2021-01-06 08:00:00,Italy,Italy,IT,303.95,385.17,40.04,39.71,,false,
2021-01-06 09:00:00,Italy,Italy,IT,295.02,375.27,41.5,41.31,,false,
2021-01-06 10:00:00,Italy,Italy,IT,301.44,382.26,40.6,40.44,,false,
2021-01-06 11:00:00,Italy,Italy,IT,305.98,384.87,41.49,41.17,,false,
2021-01-06 12:00:00,Italy,Italy,IT,304.42,383.32,41.63,41.32,,false,
2021-01-06 13:00:00,Italy,Italy,IT,304.04,386.26,39.35,39.02,,false,
2021-01-06 14:00:00,Italy,Italy,IT,321.75,406.18,36.49,36.07,,false,
2021-01-06 15:00:00,Italy,Italy,IT,334.82,419.45,35.15,34.91,,false,
2021-01-06 16:00:00,Italy,Italy,IT,324.23,406.65,36.89,36.25,,false,
2021-01-06 17:00:00,Italy,Italy,IT,328.2,410.29,36.87,36.18,,false,
2021-01-06 18:00:00,Italy,Italy,IT,329.02,410.79,36.99,36.06,,false,
2021-01-06 19:00:00,Italy,Italy,IT,335.86,419.62,35.28,34.51,,false,
2021-01-06 20:00:00,Italy,Italy,IT,342.73,429.04,33.2,32.5,,false,
2021-01-06 21:00:00,Italy,Italy,IT,348.1,436.61,31.57,30.84,,false,
2021-01-06 22:00:00,Italy,Italy,IT,348.49,438.65,30.66,29.92,,false,
2021-01-06 23:00:00,Italy,Italy,IT,343.36,432.57,32.38,31.57,,false,
2021-01-07 00:00:00,Italy,Italy,IT,344.39,432.69,33.39,32.16,,false,
2021-01-07 01:00:00,Italy,Italy,IT,352.66,442.94,31.71,30.22,,false,
2021-01-07 02:00:00,Italy,Italy,IT,358.26,449.78,30.46,29.05,,false,
2021-01-07 03:00:00,Italy,Italy,IT,354.94,445.59,31.43,29.45,,false,
2021-01-07 04:00:00,Italy,Italy,IT,355.44,446.69,30.53,28.24,,false,
2021-01-07 05:00:00,Italy,Italy,IT,358.24,451.69,28.09,25.87,,false,
2021-01-07 06:00:00,Italy,Italy,IT,357.67,448.55,29.13,27.33,,false,
2021-01-07 07:00:00,Italy,Italy,IT,345.11,431.21,32.77,31,,false,
2021-01-07 08:00:00,Italy,Italy,IT,334.06,417.56,34.99,33.46,,false,
2021-01-07 09:00:00,Italy,Italy,IT,323.46,407.43,35.6,34.03,,false,
2021-01-07 10:00:00,Italy,Italy,IT,322.82,406.69,35.67,34.21,,false,
2021-01-07 11:00:00,Italy,Italy,IT,327.55,414.23,33.63,32.31,,false,
2021-01-07 12:00:00,Italy,Italy,IT,332.08,419.2,32.97,31.73,,false,
2021-01-07 13:00:00,Italy,Italy,IT,329.18,415.38,33.72,31.96,,false,
2021-01-07 14:00:00,Italy,Italy,IT,337.2,424.44,32.48,30.6,,false,
2021-01-07 15:00:00,Italy,Italy,IT,343.49,430.33,32.29,30.87,,false,
2021-01-07 16:00:00,Italy,Italy,IT,345.81,431.12,32.9,32.1,,false,
2021-01-07 17:00:00,Italy,Italy,IT,345.49,432.25,31.95,31.1,,false,
2021-01-07 18:00:00,Italy,Italy,IT,340.99,428.01,32.27,30.94,,false,
2021-01-07 19:00:00,Italy,Italy,IT,335.79,422.59,33,31.2,,false,
2021-01-07 20:00:00,Italy,Italy,IT,345.68,435.41,30.72,28.92,,false,
2021-01-07 21:00:00,Italy,Italy,IT,346.4,438.23,29.31,27.63,,false,
2021-01-07 22:00:00,Italy,Italy,IT,346.61,438.7,29.27,27.59,,false,
2021-01-07 23:00:00,Italy,Italy,IT,337.86,427.53,32.15,30.09,,false,
2021-01-08 00:00:00,Italy,Italy,IT,336.2,424.69,33.49,31.23,,false,
2021-01-08 01:00:00,Italy,Italy,IT,342.46,432.51,32.28,29.84,,false,
2021-01-08 02:00:00,Italy,Italy,IT,344.99,435.43,32.31,29.57,,false,
2021-01-08 03:00:00,Italy,Italy,IT,340.57,430.01,33.63,30.53,,false,
2021-01-08 04:00:00,Italy,Italy,IT,337.43,427.37,33.1,30.17,,false,
2021-01-08 05:00:00,Italy,Italy,IT,337.78,428.47,31.54,29.27,,false,
2021-01-08 06:00:00,Italy,Italy,IT,338.08,426.3,32.24,30.54,,false,
2021-01-08 07:00:00,Italy,Italy,IT,337.22,422.13,33.77,32.34,,false,
2021-01-08 08:00:00,Italy,Italy,IT,328.43,412.9,34.76,33.49,,false,
2021-01-08 09:00:00,Italy,Italy,IT,321.13,403.41,37,35.87,,false,
2021-01-08 10:00:00,Italy,Italy,IT,320.26,404.93,35.73,34.43,,false,
2021-01-08 11:00:00,Italy,Italy,IT,318.41,404.47,35.2,34.77,,false,
2021-01-08 12:00:00,Italy,Italy,IT,312.29,397.52,36.33,35.58,,false,
2021-01-08 13:00:00,Italy,Italy,IT,317.95,405.33,34.2,33.6,,false,
2021-01-08 14:00:00,Italy,Italy,IT,326.69,414.16,33.3,31.82,,false,
2021-01-08 15:00:00,Italy,Italy,IT,333.31,421.28,32.4,30.76,,false,
2021-01-08 16:00:00,Italy,Italy,IT,334.5,421.05,33.07,31.65,,false,
2021-01-08 17:00:00,Italy,Italy,IT,333.85,419.29,33.78,32.58,,false,
2021-01-08 18:00:00,Italy,Italy,IT,328.98,414.78,33.94,32.64,,false,
2021-01-08 19:00:00,Italy,Italy,IT,330.74,417.03,33.76,32.28,,false,
2021-01-08 20:00:00,Italy,Italy,IT,337.38,424.33,33.15,31.51,,false,
2021-01-08 21:00:00,Italy,Italy,IT,337.58,426.3,32.2,30.73,,false,
2021-01-08 22:00:00,Italy,Italy,IT,331.9,420.39,32.97,31.41,,false,
2021-01-08 23:00:00,Italy,Italy,IT,320.95,405.96,36.81,34.43,,false,
2021-01-09 00:00:00,Italy,Italy,IT,318.5,403.25,37.55,35.09,,false,
2021-01-09 01:00:00,Italy,Italy,IT,312.76,395.79,39.28,36.35,,false,
2021-01-09 02:00:00,Italy,Italy,IT,306.5,387.24,41.45,37.92,,false,
2021-01-09 03:00:00,Italy,Italy,IT,306.41,387.24,41.31,37.86,,false,
2021-01-09 04:00:00,Italy,Italy,IT,312.26,394.3,39.75,36.29,,false,
2021-01-09 05:00:00,Italy,Italy,IT,319.87,404.4,37.3,33.71,,false,
2021-01-09 06:00:00,Italy,Italy,IT,315.67,398.85,38.23,33.45,,false,
2021-01-09 07:00:00,Italy,Italy,IT,326.02,410.61,36.25,33.67,,false,
2021-01-09 08:00:00,Italy,Italy,IT,312.8,394.82,38.52,36.65,,false,
2021-01-09 09:00:00,Italy,Italy,IT,310.6,392.56,38.66,37.06,,false,
2021-01-09 10:00:00,Italy,Italy,IT,300.42,382.65,39.14,37.18,,false,
2021-01-09 11:00:00,Italy,Italy,IT,302.71,384.57,39.09,37.93,,false,
2021-01-09 12:00:00,Italy,Italy,IT,315.91,400.51,36.69,35.53,,false,
2021-01-09 13:00:00,Italy,Italy,IT,321.42,407.69,35.39,33.4,,false,
2021-01-09 14:00:00,Italy,Italy,IT,333.36,421.66,33.16,31.17,,false,
2021-01-09 15:00:00,Italy,Italy,IT,330.36,417.13,34.25,31.29,,false,
2021-01-09 16:00:00,Italy,Italy,IT,317.15,400.3,37.35,33.68,,false,
2021-01-09 17:00:00,Italy,Italy,IT,321.21,402.76,37.93,35.99,,false,
2021-01-09 18:00:00,Italy,Italy,IT,315.52,395.72,39.33,36.09,,false,
2021-01-09 19:00:00,Italy,Italy,IT,328.56,411.79,36.55,33.86,,false,
2021-01-09 20:00:00,Italy,Italy,IT,321.83,404.57,37.89,32.99,,false,
2021-01-09 21:00:00,Italy,Italy,IT,326.65,411.14,36.75,32.24,,false,
2021-01-09 22:00:00,Italy,Italy,IT,332.66,419.38,35.16,31.88,,false,
2021-01-09 23:00:00,Italy,Italy,IT,343.29,431.72,33.34,31.3,,false,
2021-01-10 00:00:00,Italy,Italy,IT,347.17,436.21,32.9,31.44,,false,
2021-01-10 01:00:00,Italy,Italy,IT,346.38,435.19,33.34,31.87,,false,
2021-01-10 02:00:00,Italy,Italy,IT,336.67,422.87,36.26,34.03,,false,
2021-01-10 03:00:00,Italy,Italy,IT,341.54,429.1,35.03,32.5,,false,
2021-01-10 04:00:00,Italy,Italy,IT,345.22,433.76,33.92,31.9,,false,
2021-01-10 05:00:00,Italy,Italy,IT,346.95,436.23,33.13,30.92,,false,
2021-01-10 06:00:00,Italy,Italy,IT,342.23,429.91,34.33,32.32,,false,
2021-01-10 07:00:00,Italy,Italy,IT,325.52,409.88,37.53,34.98,,false,
2021-01-10 08:00:00,Italy,Italy,IT,318.51,402.63,37.75,35.34,,false,
2021-01-10 09:00:00,Italy,Italy,IT,319.44,404.74,36.46,34.68,,false,
2021-01-10 10:00:00,Italy,Italy,IT,320.48,406.31,36.01,34.03,,false,
2021-01-10 11:00:00,Italy,Italy,IT,322.26,406.32,36.98,35.2,,false,
2021-01-10 12:00:00,Italy,Italy,IT,329.74,414.82,36.07,34.59,,false,
2021-01-10 13:00:00,Italy,Italy,IT,324.98,411.31,35.99,33.51,,false,
2021-01-10 14:00:00,Italy,Italy,IT,336.19,425.28,33.27,30.37,,false,
2021-01-10 15:00:00,Italy,Italy,IT,350.09,441.17,30.49,29.47,,false,
2021-01-10 16:00:00,Italy,Italy,IT,321.33,405.7,36.62,34.03,,false,
2021-01-10 17:00:00,Italy,Italy,IT,331.1,414.65,36.32,34.8,,false,
2021-01-10 18:00:00,Italy,Italy,IT,334.71,418.32,35.9,34.76,,false,
2021-01-10 19:00:00,Italy,Italy,IT,329.53,414.47,35.41,33.97,,false,
2021-01-10 20:00:00,Italy,Italy,IT,335.3,422.66,33.45,32.4,,false,
2021-01-10 21:00:00,Italy,Italy,IT,333.53,420.89,33.78,33.04,,false,
2021-01-10 22:00:00,Italy,Italy,IT,333.37,421.4,33.4,32.91,,false,
2021-01-10 23:00:00,Italy,Italy,IT,332.72,420.14,34.44,33.72,,false,
2021-01-11 00:00:00,Italy,Italy,IT,329.43,415.77,35.62,34.91,,false,
2021-01-11 01:00:00,Italy,Italy,IT,334.47,421.75,34.86,34.18,,false,
2021-01-11 02:00:00,Italy,Italy,IT,335.13,421.92,35.26,34.48,,false,
2021-01-11 03:00:00,Italy,Italy,IT,340.99,429.06,33.87,33.11,,false,
2021-01-11 04:00:00,Italy,Italy,IT,353.28,445.26,29.86,29.31,,false,
2021-01-11 05:00:00,Italy,Italy,IT,358.27,450.55,28.73,27.18,,false,
2021-01-11 06:00:00,Italy,Italy,IT,357.52,447.4,29.56,28.3,,false,
2021-01-11 07:00:00,Italy,Italy,IT,341.73,426.74,33.54,31.94,,false,
2021-01-11 08:00:00,Italy,Italy,IT,327.47,410.22,36.03,34.31,,false,
2021-01-11 09:00:00,Italy,Italy,IT,315.25,397.92,37.16,35.29,,false,
2021-01-11 10:00:00,Italy,Italy,IT,317.6,401.92,35.98,34.44,,false,
2021-01-11 11:00:00,Italy,Italy,IT,327.74,415.59,33.37,32.39,,false,
2021-01-11 12:00:00,Italy,Italy,IT,335.31,424.63,32.19,30.96,,false,
2021-01-11 13:00:00,Italy,Italy,IT,331.14,419.25,33.22,30.03,,false,
2021-01-11 14:00:00,Italy,Italy,IT,335.6,424.3,32.37,28.13,,false,
2021-01-11 15:00:00,Italy,Italy,IT,338.33,425.7,32.83,28.8,,false,
2021-01-11 16:00:00,Italy,Italy,IT,342.36,429.38,32.72,29.2,,false,
2021-01-11 17:00:00,Italy,Italy,IT,356.94,444.56,31.27,29.29,,false,
2021-01-11 18:00:00,Italy,Italy,IT,351.13,440.11,30.81,28.1,,false,
2021-01-11 19:00:00,Italy,Italy,IT,363.43,456.14,27.76,24.73,,false,
2021-01-11 20:00:00,Italy,Italy,IT,368.34,461.71,27.45,23.36,,false,
2021-01-11 21:00:00,Italy,Italy,IT,371.09,466.71,26.1,22.85,,false,
2021-01-11 22:00:00,Italy,Italy,IT,371.17,469.26,24.52,22.77,,false,
2021-01-11 23:00:00,Italy,Italy,IT,326.7,412.94,35.93,28.84,,false,
2021-01-12 00:00:00,Italy,Italy,IT,327.58,413.52,36.43,29.27,,false,
2021-01-12 01:00:00,Italy,Italy,IT,331.76,418.28,35.92,29.25,,false,
2021-01-12 02:00:00,Italy,Italy,IT,328.45,413.83,36.94,30.67,,false,
2021-01-12 03:00:00,Italy,Italy,IT,322.41,406.24,38.27,31.75,,false,
2021-01-12 04:00:00,Italy,Italy,IT,322.85,406.5,38.22,32.41,,false,
2021-01-12 05:00:00,Italy,Italy,IT,329.8,414.83,36.23,30.33,,false,
2021-01-12 06:00:00,Italy,Italy,IT,331.47,415.98,35.54,30.72,,false,
2021-01-12 07:00:00,Italy,Italy,IT,325.44,405.69,38.4,33.9,,false,
2021-01-12 08:00:00,Italy,Italy,IT,304.77,383.54,40.92,35.85,,false,
2021-01-12 09:00:00,Italy,Italy,IT,296.58,374.31,42.49,38.07,,false,
2021-01-12 10:00:00,Italy,Italy,IT,281.45,358.15,44.47,39.84,,false,
2021-01-12 11:00:00,Italy,Italy,IT,286.38,364.28,43.27,39.17,,false,
2021-01-12 12:00:00,Italy,Italy,IT,287.49,365.81,43.04,38.66,,false,
2021-01-12 13:00:00,Italy,Italy,IT,289.14,367.57,42.59,36.52,,false,
2021-01-12 14:00:00,Italy,Italy,IT,309.02,389.99,39.12,32.96,,false,
2021-01-12 15:00:00,Italy,Italy,IT,319.18,401.87,37.08,30.79,,false,
2021-01-12 16:00:00,Italy,Italy,IT,319.26,400.6,37.87,32.26,,false,
2021-01-12 17:00:00,Italy,Italy,IT,323.36,405.77,36.91,32.2,,false,
2021-01-12 18:00:00,Italy,Italy,IT,325.13,408.52,36.1,31.92,,false,
2021-01-12 19:00:00,Italy,Italy,IT,326.6,411.42,35.39,30.44,,false,
2021-01-12 20:00:00,Italy,Italy,IT,324.56,408.01,36.95,30.33,,false,
2021-01-12 21:00:00,Italy,Italy,IT,318.89,401.85,37.84,31.69,,false,
2021-01-12 22:00:00,Italy,Italy,IT,316.72,399.92,37.82,33.17,,false,
2021-01-12 23:00:00,Italy,Italy,IT,285.33,360.84,45.3,37.42,,false,
2021-01-13 00:00:00,Italy,Italy,IT,282.22,356.53,46.53,38.33,,false,
2021-01-13 01:00:00,Italy,Italy,IT,277.89,351.52,47.43,40.02,,false,
2021-01-13 02:00:00,Italy,Italy,IT,273.37,345.9,48.21,39.75,,false,
2021-01-13 03:00:00,Italy,Italy,IT,274.36,348.34,47.36,39.19,,false,
2021-01-13 04:00:00,Italy,Italy,IT,266.88,338.97,49.15,39.72,,false,
2021-01-13 05:00:00,Italy,Italy,IT,285.8,360.83,45.47,37.7,,false,
2021-01-13 06:00:00,Italy,Italy,IT,305.05,382.12,41.57,36.88,,false,
2021-01-13 07:00:00,Italy,Italy,IT,295.16,367.62,45.19,40.08,,false,
2021-01-13 08:00:00,Italy,Italy,IT,289.35,360.69,46.57,42.27,,false,
2021-01-13 09:00:00,Italy,Italy,IT,273.92,345.93,47.78,43,,false,
2021-01-13 10:00:00,Italy,Italy,IT,274.55,345.26,48.87,44.87,,false,
2021-01-13 11:00:00,Italy,Italy,IT,270.98,342.61,48.64,45.12,,false,
2021-01-13 12:00:00,Italy,Italy,IT,273.56,347.29,47.14,43.04,,false,
2021-01-13 13:00:00,Italy,Italy,IT,277.98,351.33,46.81,41.25,,false,
2021-01-13 14:00:00,Italy,Italy,IT,291.24,365.7,44.97,37.62,,false,
2021-01-13 15:00:00,Italy,Italy,IT,299.88,375.82,43.18,35.54,,false,
2021-01-13 16:00:00,Italy,Italy,IT,297.26,372.46,43.63,37.18,,false,
2021-01-13 17:00:00,Italy,Italy,IT,297.37,371.55,44.26,38.85,,false,
2021-01-13 18:00:00,Italy,Italy,IT,293.55,367.8,44.51,38.67,,false,
2021-01-13 19:00:00,Italy,Italy,IT,294.29,370.05,43.84,36.8,,false,
2021-01-13 20:00:00,Italy,Italy,IT,294.72,369.5,44.88,36.66,,false,
2021-01-13 21:00:00,Italy,Italy,IT,301.73,377.91,43.94,34.76,,false,
2021-01-13 22:00:00,Italy,Italy,IT,307.57,385.18,43.12,34.18,,false,
2021-01-13 23:00:00,Italy,Italy,IT,333.28,417.16,37.29,31.18,,false,
2021-01-14 00:00:00,Italy,Italy,IT,330.32,414.25,37.69,31.72,,false,
2021-01-14 01:00:00,Italy,Italy,IT,328.93,413.56,37.48,31.75,,false,
2021-01-14 02:00:00,Italy,Italy,IT,326.29,410.82,37.67,32.22,,false,
