time,power
2020-05-26 01:32:40+00:00,91410.0
2020-05-26 01:33:00+00:00,90990.0
2020-05-26 01:33:20+00:00,96010.0
2020-05-26 01:33:40+00:00,83930.0
2020-05-26 01:34:00+00:00,88550.0
2020-05-26 01:34:20+00:00,93580.0
2020-05-26 01:34:40+00:00,89900.0
2020-05-26 01:35:00+00:00,85090.0
2020-05-26 01:35:20+00:00,94990.0
2020-05-26 01:35:40+00:00,81800.0
2020-05-26 01:36:00+00:00,93330.0
2020-05-26 01:36:20+00:00,94900.0
2020-05-26 01:36:40+00:00,92660.0
2020-05-26 01:37:00+00:00,95190.0
2020-05-26 01:37:20+00:00,86270.0
2020-05-26 01:37:40+00:00,94100.0
2020-05-26 01:38:00+00:00,81790.0
2020-05-26 01:38:20+00:00,89360.0
2020-05-26 01:38:40+00:00,75070.0
2020-05-26 01:39:00+00:00,96780.0
2020-05-26 01:39:20+00:00,96060.0
2020-05-26 01:39:40+00:00,87960.0
2020-05-26 01:40:00+00:00,91950.0
2020-05-26 01:40:20+00:00,83640.0
2020-05-26 01:40:40+00:00,84570.0
2020-05-26 01:41:00+00:00,85990.0
2020-05-26 01:41:20+00:00,85030.0
2020-05-26 01:41:40+00:00,86760.0
2020-05-26 01:42:00+00:00,84060.0
2020-05-26 01:42:20+00:00,85770.0
2020-05-26 01:42:40+00:00,89440.0
2020-05-26 01:43:00+00:00,90960.0
2020-05-26 01:43:20+00:00,87460.0
2020-05-26 01:43:40+00:00,90650.0
2020-05-26 01:44:00+00:00,82930.0
2020-05-26 01:44:20+00:00,86730.0
2020-05-26 01:44:40+00:00,78280.0
2020-05-26 01:45:00+00:00,79590.0
2020-05-26 01:45:20+00:00,85490.0
2020-05-26 01:45:40+00:00,93370.0
2020-05-26 01:46:00+00:00,80820.0
2020-05-26 01:46:20+00:00,83570.0
2020-05-26 01:46:40+00:00,74370.0
2020-05-26 01:47:00+00:00,87370.0
2020-05-26 01:47:20+00:00,81880.0
2020-05-26 01:47:40+00:00,89420.0
2020-05-26 01:48:00+00:00,87420.0
2020-05-26 01:48:20+00:00,78730.0
2020-05-26 01:48:40+00:00,87070.0
2020-05-26 01:49:00+00:00,82400.0
2020-05-26 01:49:20+00:00,82020.0
2020-05-26 01:49:40+00:00,82120.0
2020-05-26 01:50:00+00:00,76590.0
2020-05-26 01:50:20+00:00,90000.0
2020-05-26 01:50:40+00:00,85790.0
2020-05-26 01:51:00+00:00,88150.0
2020-05-26 01:51:20+00:00,84320.0
2020-05-26 01:51:40+00:00,84880.0
2020-05-26 01:52:00+00:00,85830.0
2020-05-26 01:52:20+00:00,90950.0
2020-05-26 01:52:40+00:00,86430.0
2020-05-26 01:53:00+00:00,86570.0
2020-05-26 01:53:20+00:00,87790.0
2020-05-26 01:53:40+00:00,88030.0
2020-05-26 01:54:00+00:00,86370.0
2020-05-26 01:54:20+00:00,84590.0
2020-05-26 01:54:40+00:00,86790.0
2020-05-26 01:55:00+00:00,89130.0
2020-05-26 01:55:20+00:00,80290.0
