time,wind_speed,radiation
2020-06-23 15:00:00,3.9,776.0
2020-06-23 16:00:00,6.8,647.0
2020-06-23 17:00:00,8.5,483.0
2020-06-23 18:00:00,9.4,325.0
2020-06-23 19:00:00,10.2,161.0
2020-06-23 20:00:00,14.3,36.0
2020-06-23 21:00:00,13.7,0.0
2020-06-23 22:00:00,11.4,0.0
2020-06-23 23:00:00,8.1,0.0
2020-06-24 00:00:00,9.0,0.0
2020-06-24 01:00:00,9.4,0.0
2020-06-24 02:00:00,10.7,0.0
2020-06-24 03:00:00,10.0,0.0
2020-06-24 04:00:00,9.6,0.0
2020-06-24 05:00:00,6.4,4.0
2020-06-24 06:00:00,5.2,80.0
2020-06-24 07:00:00,8.7,220.0
2020-06-24 08:00:00,11.2,377.0
2020-06-24 09:00:00,11.3,534.0
2020-06-24 10:00:00,10.5,702.0
2020-06-24 11:00:00,11.5,816.0
2020-06-24 12:00:00,11.3,869.0
2020-06-24 13:00:00,6.8,898.0
2020-06-24 14:00:00,4.6,840.0
2020-06-24 15:00:00,6.8,673.0
2020-06-24 16:00:00,15.4,560.0
2020-06-24 17:00:00,21.2,391.0
2020-06-24 18:00:00,18.8,261.0
2020-06-24 19:00:00,15.0,143.0
2020-06-24 20:00:00,12.0,28.0
2020-06-24 21:00:00,10.5,0.0
2020-06-24 22:00:00,13.0,0.0
2020-06-24 23:00:00,12.2,0.0
