Datetime (UTC),Country,Zone name,Carbon intensity
2020-04-10 01:00:00,Italy,IT-North,387.42060964513195
2020-04-10 02:00:00,Italy,IT-North,387.7234508430041
2020-04-10 03:00:00,Italy,IT-North,382.15710878357356
2020-04-10 04:00:00,Italy,IT-North,371.85088944770416
2020-04-10 05:00:00,Italy,IT-North,356.37592378238804
2020-04-10 06:00:00,Italy,IT-North,333.9172987521409
2020-04-10 07:00:00,Italy,IT-North,299.70015468533745
2020-04-10 08:00:00,Italy,IT-North,277.135539474754
2020-04-10 09:00:00,Italy,IT-North,254.32435146443515
2020-04-10 10:00:00,Italy,IT-North,250.27236897274636
2020-04-10 11:00:00,Italy,IT-North,243.39346838980092
2020-04-10 12:00:00,Italy,IT-North,248.0256681661815
2020-04-10 13:00:00,Italy,IT-North,263.16814394610884
2020-04-10 14:00:00,Italy,IT-North,285.7987804878049
2020-04-10 15:00:00,Italy,IT-North,314.2837709857942
2020-04-10 16:00:00,Italy,IT-North,315.1562017895711
2020-04-10 17:00:00,Italy,IT-North,333.8488929629108
2020-04-10 18:00:00,Italy,IT-North,339.0795633967187
2020-04-10 19:00:00,Italy,IT-North,342.52635800218746
2020-04-10 20:00:00,Italy,IT-North,380.49738051100184
2020-04-10 21:00:00,Italy,IT-North,375.06111856823264
2020-04-10 22:00:00,Italy,IT-North,391.8295432645982
2020-04-10 23:00:00,Italy,IT-North,393.15443306934515
2020-04-11 00:00:00,Italy,IT-North,395.4672459893049
2020-04-11 01:00:00,Italy,IT-North,397.4054607508532
2020-04-11 02:00:00,Italy,IT-North,399.97710150674067
2020-04-11 03:00:00,Italy,IT-North,400.49252115725255
2020-04-11 04:00:00,Italy,IT-North,395.1619480143009
2020-04-11 05:00:00,Italy,IT-North,378.9972267380702
2020-04-11 06:00:00,Italy,IT-North,340.3687863440255
2020-04-11 07:00:00,Italy,IT-North,307.4051945668135
2020-04-11 08:00:00,Italy,IT-North,274.6103777044371
2020-04-11 09:00:00,Italy,IT-North,260.3687606416346
2020-04-11 10:00:00,Italy,IT-North,251.29902180741271
2020-04-11 11:00:00,Italy,IT-North,232.32214829813907
2020-04-11 12:00:00,Italy,IT-North,232.66489884109214
2020-04-11 13:00:00,Italy,IT-North,250.16857707509888
2020-04-11 14:00:00,Italy,IT-North,279.6948461613123
2020-04-11 15:00:00,Italy,IT-North,310.34701322389424
2020-04-11 16:00:00,Italy,IT-North,304.6073487585518
2020-04-11 17:00:00,Italy,IT-North,322.7514662756599
2020-04-11 18:00:00,Italy,IT-North,326.4822485207101
2020-04-11 19:00:00,Italy,IT-North,331.6341479224736
2020-04-11 20:00:00,Italy,IT-North,336.6789428076257
2020-04-11 21:00:00,Italy,IT-North,385.11841073451257
2020-04-11 22:00:00,Italy,IT-North,387.77335827508125
2020-04-11 23:00:00,Italy,IT-North,389.7178980228929
2020-04-12 00:00:00,Italy,IT-North,387.106569855955
2020-04-12 01:00:00,Italy,IT-North,388.4260816575259
2020-04-12 02:00:00,Italy,IT-North,385.5154899135447
2020-04-12 03:00:00,Italy,IT-North,386.16531103219154
2020-04-12 04:00:00,Italy,IT-North,382.8294137891477
2020-04-12 05:00:00,Italy,IT-North,375.3280156088603
2020-04-12 06:00:00,Italy,IT-North,337.7288819875776
2020-04-12 07:00:00,Italy,IT-North,304.79382210643837
2020-04-12 08:00:00,Italy,IT-North,279.9331522691432
2020-04-12 09:00:00,Italy,IT-North,272.79736408566725
2020-04-12 10:00:00,Italy,IT-North,264.7867208024839
2020-04-12 11:00:00,Italy,IT-North,237.23498974038716
2020-04-12 12:00:00,Italy,IT-North,239.79584585952452
2020-04-12 13:00:00,Italy,IT-North,258.37584753527574
2020-04-12 14:00:00,Italy,IT-North,278.4496690031153
2020-04-12 15:00:00,Italy,IT-North,292.96705812101914
2020-04-12 16:00:00,Italy,IT-North,320.38396778916547
2020-04-12 17:00:00,Italy,IT-North,324.37343774719193
2020-04-12 18:00:00,Italy,IT-North,326.45147890854406
2020-04-12 19:00:00,Italy,IT-North,323.43825871800817
2020-04-12 20:00:00,Italy,IT-North,363.0546546546546
2020-04-12 21:00:00,Italy,IT-North,372.87590554144316
2020-04-12 22:00:00,Italy,IT-North,363.6629505357723
2020-04-12 23:00:00,Italy,IT-North,356.3526704614266
2020-04-13 00:00:00,Italy,IT-North,352.14272400479297
2020-04-13 01:00:00,Italy,IT-North,358.89225352112675
2020-04-13 02:00:00,Italy,IT-North,361.20956497490243
2020-04-13 03:00:00,Italy,IT-North,360.19649755343806
2020-04-13 04:00:00,Italy,IT-North,366.28345138441733
2020-04-13 05:00:00,Italy,IT-North,351.2202268431002
2020-04-13 06:00:00,Italy,IT-North,318.7858285151925
2020-04-13 07:00:00,Italy,IT-North,293.48028391167185
2020-04-13 08:00:00,Italy,IT-North,271.97163497290984
2020-04-13 09:00:00,Italy,IT-North,267.6683242634641
2020-04-13 10:00:00,Italy,IT-North,267.04413831880794
2020-04-13 11:00:00,Italy,IT-North,250.59084521180492
2020-04-13 12:00:00,Italy,IT-North,260.64915204391724
2020-04-13 13:00:00,Italy,IT-North,278.5067447453727
2020-04-13 14:00:00,Italy,IT-North,296.8949606634064
2020-04-13 15:00:00,Italy,IT-North,339.30876348026385
2020-04-13 16:00:00,Italy,IT-North,355.2774500475737
2020-04-13 17:00:00,Italy,IT-North,365.5379540577061
2020-04-13 18:00:00,Italy,IT-North,356.76429001203365
2020-04-13 19:00:00,Italy,IT-North,360.26472739091577
2020-04-13 20:00:00,Italy,IT-North,368.0139642444187
2020-04-13 21:00:00,Italy,IT-North,367.5524296675192
2020-04-13 22:00:00,Italy,IT-North,374.55214245965504
2020-04-13 23:00:00,Italy,IT-North,375.54511048712004
2020-04-14 00:00:00,Italy,IT-North,380.2008331229488
2020-04-14 01:00:00,Italy,IT-North,380.5591605510493
2020-04-14 02:00:00,Italy,IT-North,378.3702068617559
2020-04-14 03:00:00,Italy,IT-North,373.9243032737008
2020-04-14 04:00:00,Italy,IT-North,368.82322500517495
2020-04-14 05:00:00,Italy,IT-North,361.28489721485414
2020-04-14 06:00:00,Italy,IT-North,350.9898316729646
2020-04-14 07:00:00,Italy,IT-North,332.648149361284
2020-04-14 08:00:00,Italy,IT-North,316.78200220593004
2020-04-14 09:00:00,Italy,IT-North,302.1978291768962
2020-04-14 10:00:00,Italy,IT-North,285.5996638655463
2020-04-14 11:00:00,Italy,IT-North,283.0709027777778
2020-04-14 12:00:00,Italy,IT-North,291.24204456467567
2020-04-14 13:00:00,Italy,IT-North,309.87305779987565
2020-04-14 14:00:00,Italy,IT-North,321.19600098741046
2020-04-14 15:00:00,Italy,IT-North,320.52092015335893
2020-04-14 16:00:00,Italy,IT-North,347.10991616563643
2020-04-14 17:00:00,Italy,IT-North,366.09643574670736
2020-04-14 18:00:00,Italy,IT-North,361.57164301310047
2020-04-14 19:00:00,Italy,IT-North,364.5827450397563
2020-04-14 20:00:00,Italy,IT-North,363.1792427376563
2020-04-14 21:00:00,Italy,IT-North,373.1918764752165
2020-04-14 22:00:00,Italy,IT-North,375.00022087244616
2020-04-14 23:00:00,Italy,IT-North,375.88992515831893
2020-04-15 00:00:00,Italy,IT-North,371.97634050647963
2020-04-15 01:00:00,Italy,IT-North,374.63620795107033
2020-04-15 02:00:00,Italy,IT-North,375.2623537837192
2020-04-15 03:00:00,Italy,IT-North,368.2272827282728
2020-04-15 04:00:00,Italy,IT-North,360.5293551491819
2020-04-15 05:00:00,Italy,IT-North,340.08818454273
2020-04-15 06:00:00,Italy,IT-North,329.389530157698
2020-04-15 07:00:00,Italy,IT-North,305.7909839406538
2020-04-15 08:00:00,Italy,IT-North,286.66658767772515
2020-04-15 09:00:00,Italy,IT-North,269.3890153001177
2020-04-15 10:00:00,Italy,IT-North,262.89094633992596
2020-04-15 11:00:00,Italy,IT-North,253.80003406574687
2020-04-15 12:00:00,Italy,IT-North,257.9844344810084
2020-04-15 13:00:00,Italy,IT-North,275.7271218783705
2020-04-15 14:00:00,Italy,IT-North,294.77201907790146
2020-04-15 15:00:00,Italy,IT-North,313.0546283481234
2020-04-15 16:00:00,Italy,IT-North,341.3114933541829
2020-04-15 17:00:00,Italy,IT-North,352.8272625107423
2020-04-15 18:00:00,Italy,IT-North,341.2842217217217
2020-04-15 19:00:00,Italy,IT-North,357.03360290016735
2020-04-15 20:00:00,Italy,IT-North,361.9940271641303
2020-04-15 21:00:00,Italy,IT-North,366.2040567189407
2020-04-15 22:00:00,Italy,IT-North,376.0630529734573
2020-04-15 23:00:00,Italy,IT-North,382.42028818443805
2020-04-16 00:00:00,Italy,IT-North,381.58601678987594
2020-04-16 01:00:00,Italy,IT-North,378.3905767250258
2020-04-16 02:00:00,Italy,IT-North,380.96180048661796
2020-04-16 03:00:00,Italy,IT-North,380.117773261066
2020-04-16 04:00:00,Italy,IT-North,369.60637809024905
2020-04-16 05:00:00,Italy,IT-North,355.2239460644952
2020-04-16 06:00:00,Italy,IT-North,335.0134398566416
2020-04-16 07:00:00,Italy,IT-North,312.18719394568933
2020-04-16 08:00:00,Italy,IT-North,301.8505345843335
2020-04-16 09:00:00,Italy,IT-North,283.08460388639764
2020-04-16 10:00:00,Italy,IT-North,284.38440492476064
2020-04-16 11:00:00,Italy,IT-North,279.56547619047615
2020-04-16 12:00:00,Italy,IT-North,291.7452430475309
2020-04-16 13:00:00,Italy,IT-North,306.6288718617542
2020-04-16 14:00:00,Italy,IT-North,319.3412075592569
2020-04-16 15:00:00,Italy,IT-North,328.8673064720812
2020-04-16 16:00:00,Italy,IT-North,349.15933507549363
2020-04-16 17:00:00,Italy,IT-North,362.1290407358739
2020-04-16 18:00:00,Italy,IT-North,362.71559227955083
2020-04-16 19:00:00,Italy,IT-North,368.91992316863167
2020-04-16 20:00:00,Italy,IT-North,372.80189187110676
2020-04-16 21:00:00,Italy,IT-North,379.1183373645077
2020-04-16 22:00:00,Italy,IT-North,360.7722936540855
2020-04-16 23:00:00,Italy,IT-North,366.7098368191221
2020-04-17 00:00:00,Italy,IT-North,368.2267428304966
2020-04-17 01:00:00,Italy,IT-North,370.25087270188504
2020-04-17 02:00:00,Italy,IT-North,372.4621442231972
2020-04-17 03:00:00,Italy,IT-North,373.1820854772656
2020-04-17 04:00:00,Italy,IT-North,362.64686346863465
2020-04-17 05:00:00,Italy,IT-North,345.780034866975
2020-04-17 06:00:00,Italy,IT-North,324.0675762554468
2020-04-17 07:00:00,Italy,IT-North,301.19915224302366
2020-04-17 08:00:00,Italy,IT-North,281.92639850057674
2020-04-17 09:00:00,Italy,IT-North,266.49120854662806
2020-04-17 10:00:00,Italy,IT-North,262.81551007847366
2020-04-17 11:00:00,Italy,IT-North,261.87751650829443
2020-04-17 12:00:00,Italy,IT-North,271.3960218472324
2020-04-17 13:00:00,Italy,IT-North,297.41004542727353
2020-04-17 14:00:00,Italy,IT-North,310.5312474336865
2020-04-17 15:00:00,Italy,IT-North,322.682855755221
2020-04-17 16:00:00,Italy,IT-North,341.38558758314855
2020-04-17 17:00:00,Italy,IT-North,337.48680213326134
2020-04-17 18:00:00,Italy,IT-North,328.2381136950904
2020-04-17 19:00:00,Italy,IT-North,349.8701280125867
2020-04-17 20:00:00,Italy,IT-North,360.4182910981157
2020-04-17 21:00:00,Italy,IT-North,367.5867329149233
2020-04-17 22:00:00,Italy,IT-North,357.7686274509804
2020-04-17 23:00:00,Italy,IT-North,368.21478768682573
2020-04-18 00:00:00,Italy,IT-North,373.95651705952
2020-04-18 01:00:00,Italy,IT-North,369.18034081932063
2020-04-18 02:00:00,Italy,IT-North,366.89565131056395
2020-04-18 03:00:00,Italy,IT-North,364.2513093575419
2020-04-18 04:00:00,Italy,IT-North,360.7753959226529
2020-04-18 05:00:00,Italy,IT-North,347.17964791756117
2020-04-18 06:00:00,Italy,IT-North,322.8898339083687
2020-04-18 07:00:00,Italy,IT-North,316.92134831460675
2020-04-18 08:00:00,Italy,IT-North,296.78465591043795
2020-04-18 09:00:00,Italy,IT-North,270.77113563298286
2020-04-18 10:00:00,Italy,IT-North,257.2605034407823
2020-04-18 11:00:00,Italy,IT-North,249.80329264831107
2020-04-18 12:00:00,Italy,IT-North,251.5285271172103
2020-04-18 13:00:00,Italy,IT-North,276.18380681818184
2020-04-18 14:00:00,Italy,IT-North,288.81914622761605
2020-04-18 15:00:00,Italy,IT-North,315.5735007210111
2020-04-18 16:00:00,Italy,IT-North,337.252633197509
2020-04-18 17:00:00,Italy,IT-North,338.68317832591987
2020-04-18 18:00:00,Italy,IT-North,320.8800385728062
2020-04-18 19:00:00,Italy,IT-North,336.14590955656377
2020-04-18 20:00:00,Italy,IT-North,356.9207435572454
2020-04-18 21:00:00,Italy,IT-North,368.0999604117182
2020-04-18 22:00:00,Italy,IT-North,371.2085175927707
2020-04-18 23:00:00,Italy,IT-North,375.868006993007
2020-04-19 00:00:00,Italy,IT-North,372.92000467126013
2020-04-19 01:00:00,Italy,IT-North,376.8529594242462
2020-04-19 02:00:00,Italy,IT-North,379.70403532442043
2020-04-19 03:00:00,Italy,IT-North,378.47164471535865
2020-04-19 04:00:00,Italy,IT-North,376.65387584077627
2020-04-19 05:00:00,Italy,IT-North,354.8999651446496
2020-04-19 06:00:00,Italy,IT-North,319.3531092067677
2020-04-19 07:00:00,Italy,IT-North,294.1555598793656
2020-04-19 08:00:00,Italy,IT-North,274.3389814641453
2020-04-19 09:00:00,Italy,IT-North,265.1995537706381
2020-04-19 10:00:00,Italy,IT-North,262.2380740872346
2020-04-19 11:00:00,Italy,IT-North,253.29798320949533
2020-04-19 12:00:00,Italy,IT-North,257.89981077581916
2020-04-19 13:00:00,Italy,IT-North,274.32383040935684
2020-04-19 14:00:00,Italy,IT-North,304.6871332319061
2020-04-19 15:00:00,Italy,IT-North,344.53997577225925
2020-04-19 16:00:00,Italy,IT-North,350.4550995879121
2020-04-19 17:00:00,Italy,IT-North,348.63684834123217
2020-04-19 18:00:00,Italy,IT-North,338.6485891534921
2020-04-19 19:00:00,Italy,IT-North,355.305356043505
2020-04-19 20:00:00,Italy,IT-North,367.0955969853233
2020-04-19 21:00:00,Italy,IT-North,377.6845887918486
2020-04-19 22:00:00,Italy,IT-North,376.7844863297431
2020-04-19 23:00:00,Italy,IT-North,376.7577835225357
2020-04-20 00:00:00,Italy,IT-North,380.82490408092076
2020-04-20 01:00:00,Italy,IT-North,380.11910583304234
2020-04-20 02:00:00,Italy,IT-North,379.24651422197434
2020-04-20 03:00:00,Italy,IT-North,375.0975662056395
2020-04-20 04:00:00,Italy,IT-North,365.14883021704406
2020-04-20 05:00:00,Italy,IT-North,360.73569526269074
2020-04-20 06:00:00,Italy,IT-North,357.1251033342518
2020-04-20 07:00:00,Italy,IT-North,345.9478569126651
2020-04-20 08:00:00,Italy,IT-North,334.24227342549926
2020-04-20 09:00:00,Italy,IT-North,327.1537954980843
2020-04-20 10:00:00,Italy,IT-North,333.84694696548735
2020-04-20 11:00:00,Italy,IT-North,334.6521876580678
2020-04-20 12:00:00,Italy,IT-North,335.53926333290707
2020-04-20 13:00:00,Italy,IT-North,333.73425361155694
2020-04-20 14:00:00,Italy,IT-North,334.4658702009831
2020-04-20 15:00:00,Italy,IT-North,351.24771711676703
2020-04-20 16:00:00,Italy,IT-North,366.5217475980265
2020-04-20 17:00:00,Italy,IT-North,368.1907395029471
2020-04-20 18:00:00,Italy,IT-North,362.99376475573587
2020-04-20 19:00:00,Italy,IT-North,367.3098920143981
2020-04-20 20:00:00,Italy,IT-North,374.9979910369341
2020-04-20 21:00:00,Italy,IT-North,374.39119485122654
2020-04-20 22:00:00,Italy,IT-North,376.6911868865729
2020-04-20 23:00:00,Italy,IT-North,371.744043715847
2020-04-21 00:00:00,Italy,IT-North,368.47693770803613
2020-04-21 01:00:00,Italy,IT-North,366.383510829245
2020-04-21 02:00:00,Italy,IT-North,367.43755605381165
2020-04-21 03:00:00,Italy,IT-North,364.13420348058906
2020-04-21 04:00:00,Italy,IT-North,363.2621582733813
2020-04-21 05:00:00,Italy,IT-North,362.4254597527887
2020-04-21 06:00:00,Italy,IT-North,360.03348849237136
2020-04-21 07:00:00,Italy,IT-North,353.9518476335105
2020-04-21 08:00:00,Italy,IT-North,345.4446965399887
2020-04-21 09:00:00,Italy,IT-North,342.13821713403655
2020-04-21 10:00:00,Italy,IT-North,344.29868394682336
2020-04-21 11:00:00,Italy,IT-North,347.4590051457975
2020-04-21 12:00:00,Italy,IT-North,347.2351894924067
2020-04-21 13:00:00,Italy,IT-North,351.97836305820545
2020-04-21 14:00:00,Italy,IT-North,358.10358868184954
2020-04-21 15:00:00,Italy,IT-North,362.02866908482144
2020-04-21 16:00:00,Italy,IT-North,362.40670632774476
2020-04-21 17:00:00,Italy,IT-North,360.9503438702757
2020-04-21 18:00:00,Italy,IT-North,355.8954944849505
2020-04-21 19:00:00,Italy,IT-North,357.9468858009452
2020-04-21 20:00:00,Italy,IT-North,365.56128932279563
2020-04-21 21:00:00,Italy,IT-North,371.61452663513865
2020-04-21 22:00:00,Italy,IT-North,354.58356881214024
2020-04-21 23:00:00,Italy,IT-North,358.24081295049035
2020-04-22 00:00:00,Italy,IT-North,359.46973635350906
2020-04-22 01:00:00,Italy,IT-North,360.3210838901262
2020-04-22 02:00:00,Italy,IT-North,363.63618771165943
2020-04-22 03:00:00,Italy,IT-North,360.8774685816876
2020-04-22 04:00:00,Italy,IT-North,351.70672484112686
2020-04-22 05:00:00,Italy,IT-North,344.5514511873351
2020-04-22 06:00:00,Italy,IT-North,330.1046965415153
2020-04-22 07:00:00,Italy,IT-North,309.1887054077903
2020-04-22 08:00:00,Italy,IT-North,295.9969993876301
2020-04-22 09:00:00,Italy,IT-North,285.8026941362916
2020-04-22 10:00:00,Italy,IT-North,279.1646203652801
2020-04-22 11:00:00,Italy,IT-North,276.20215964169574
2020-04-22 12:00:00,Italy,IT-North,281.3514441650824
2020-04-22 13:00:00,Italy,IT-North,287.04129924506753
2020-04-22 14:00:00,Italy,IT-North,297.1547325651103
2020-04-22 15:00:00,Italy,IT-North,314.7500349015776
2020-04-22 16:00:00,Italy,IT-North,332.5376877095786
2020-04-22 17:00:00,Italy,IT-North,347.6532520325203
2020-04-22 18:00:00,Italy,IT-North,350.1577449877589
2020-04-22 19:00:00,Italy,IT-North,357.5007553413423
2020-04-22 20:00:00,Italy,IT-North,365.01650943396237
2020-04-22 21:00:00,Italy,IT-North,369.6596689170443
2020-04-22 22:00:00,Italy,IT-North,357.5724381625442
2020-04-22 23:00:00,Italy,IT-North,353.3331220687033
2020-04-23 00:00:00,Italy,IT-North,359.212937326957
2020-04-23 01:00:00,Italy,IT-North,357.9367758186399
2020-04-23 02:00:00,Italy,IT-North,359.50137054572633
2020-04-23 03:00:00,Italy,IT-North,361.34900236726406
2020-04-23 04:00:00,Italy,IT-North,363.34284141979265
2020-04-23 05:00:00,Italy,IT-North,350.15107857643477
2020-04-23 06:00:00,Italy,IT-North,317.2941214934937
2020-04-23 07:00:00,Italy,IT-North,299.0850140243088
2020-04-23 08:00:00,Italy,IT-North,272.33602240149344
2020-04-23 09:00:00,Italy,IT-North,257.1934205311137
2020-04-23 10:00:00,Italy,IT-North,248.7557459540324
2020-04-23 11:00:00,Italy,IT-North,255.3539463547868
2020-04-23 12:00:00,Italy,IT-North,261.4165894676833
2020-04-23 13:00:00,Italy,IT-North,278.2252180232559
2020-04-23 14:00:00,Italy,IT-North,299.04709361026977
2020-04-23 15:00:00,Italy,IT-North,316.41238335061473
2020-04-23 16:00:00,Italy,IT-North,332.2757406256474
2020-04-23 17:00:00,Italy,IT-North,348.0975947613651
2020-04-23 18:00:00,Italy,IT-North,349.31827540268864
2020-04-23 19:00:00,Italy,IT-North,350.8112622587789
2020-04-23 20:00:00,Italy,IT-North,364.4557771923223
2020-04-23 21:00:00,Italy,IT-North,373.0800145812449
2020-04-23 22:00:00,Italy,IT-North,375.162167586553
2020-04-23 23:00:00,Italy,IT-North,368.5309424143003
2020-04-24 00:00:00,Italy,IT-North,366.56562938699113
2020-04-24 01:00:00,Italy,IT-North,367.7344567112145
2020-04-24 02:00:00,Italy,IT-North,367.8548931383578
2020-04-24 03:00:00,Italy,IT-North,369.9939695606394
2020-04-24 04:00:00,Italy,IT-North,357.99058006941004
2020-04-24 05:00:00,Italy,IT-North,336.36533294604607
2020-04-24 06:00:00,Italy,IT-North,305.34729033069283
2020-04-24 07:00:00,Italy,IT-North,289.59434502961216
2020-04-24 08:00:00,Italy,IT-North,277.13096853395365
2020-04-24 09:00:00,Italy,IT-North,277.8602802215705
2020-04-24 10:00:00,Italy,IT-North,267.54896454896453
2020-04-24 11:00:00,Italy,IT-North,262.1176905995559
2020-04-24 12:00:00,Italy,IT-North,261.9384979753992
2020-04-24 13:00:00,Italy,IT-North,273.7956114776738
2020-04-24 14:00:00,Italy,IT-North,294.836739276892
2020-04-24 15:00:00,Italy,IT-North,311.37792158355535
2020-04-24 16:00:00,Italy,IT-North,335.6065984547923
2020-04-24 17:00:00,Italy,IT-North,339.2580806189941
2020-04-24 18:00:00,Italy,IT-North,332.73630494927767
2020-04-24 19:00:00,Italy,IT-North,336.08762140938217
2020-04-24 20:00:00,Italy,IT-North,349.0793775542282
2020-04-24 21:00:00,Italy,IT-North,368.5645896003437
2020-04-24 22:00:00,Italy,IT-North,382.0798495340686
2020-04-24 23:00:00,Italy,IT-North,381.80369080124285
2020-04-25 00:00:00,Italy,IT-North,381.5493949613172
2020-04-25 01:00:00,Italy,IT-North,381.910360642068
2020-04-25 02:00:00,Italy,IT-North,381.2764227642276
2020-04-25 03:00:00,Italy,IT-North,374.1587396550005
2020-04-25 04:00:00,Italy,IT-North,367.3390363815143
2020-04-25 05:00:00,Italy,IT-North,350.7961416642672
2020-04-25 06:00:00,Italy,IT-North,319.0583744530304
2020-04-25 07:00:00,Italy,IT-North,288.9743974574027
2020-04-25 08:00:00,Italy,IT-North,267.2592212237912
2020-04-25 09:00:00,Italy,IT-North,252.11694788463134
2020-04-25 10:00:00,Italy,IT-North,245.8427951175555
2020-04-25 11:00:00,Italy,IT-North,238.10437484255607
2020-04-25 12:00:00,Italy,IT-North,253.8304253437324
2020-04-25 13:00:00,Italy,IT-North,262.00679017520326
2020-04-25 14:00:00,Italy,IT-North,276.0492433742998
2020-04-25 15:00:00,Italy,IT-North,298.4731422687489
2020-04-25 16:00:00,Italy,IT-North,318.4561145194274
2020-04-25 17:00:00,Italy,IT-North,339.92656449552993
2020-04-25 18:00:00,Italy,IT-North,341.2098844262819
2020-04-25 19:00:00,Italy,IT-North,346.98015643105447
2020-04-25 20:00:00,Italy,IT-North,346.63217925901955
2020-04-25 21:00:00,Italy,IT-North,364.4320142535634
2020-04-25 22:00:00,Italy,IT-North,375.11546353292294
2020-04-25 23:00:00,Italy,IT-North,379.8929327553181
2020-04-26 00:00:00,Italy,IT-North,377.0906724963565
2020-04-26 01:00:00,Italy,IT-North,377.06460029221455
2020-04-26 02:00:00,Italy,IT-North,375.16259914582065
2020-04-26 03:00:00,Italy,IT-North,372.72177055103884
2020-04-26 04:00:00,Italy,IT-North,370.51319114525415
2020-04-26 05:00:00,Italy,IT-North,349.58637469586375
2020-04-26 06:00:00,Italy,IT-North,321.3544729508984
2020-04-26 07:00:00,Italy,IT-North,302.205493387589
2020-04-26 08:00:00,Italy,IT-North,283.69122744644926
2020-04-26 09:00:00,Italy,IT-North,270.7298242691763
2020-04-26 10:00:00,Italy,IT-North,264.6767262588158
2020-04-26 11:00:00,Italy,IT-North,253.04144443472936
2020-04-26 12:00:00,Italy,IT-North,248.2156615661566
2020-04-26 13:00:00,Italy,IT-North,264.22383053839366
2020-04-26 14:00:00,Italy,IT-North,291.85990461590865
2020-04-26 15:00:00,Italy,IT-North,320.06706913661924
2020-04-26 16:00:00,Italy,IT-North,339.11680866311013
2020-04-26 17:00:00,Italy,IT-North,338.42389829297906
2020-04-26 18:00:00,Italy,IT-North,341.57286464751286
2020-04-26 19:00:00,Italy,IT-North,348.9563856705287
2020-04-26 20:00:00,Italy,IT-North,363.3631366801026
2020-04-26 21:00:00,Italy,IT-North,373.4622822299651
2020-04-26 22:00:00,Italy,IT-North,379.4005679215902
2020-04-26 23:00:00,Italy,IT-North,387.2043565491545
2020-04-27 00:00:00,Italy,IT-North,387.18164663819647
2020-04-27 01:00:00,Italy,IT-North,390.2572495822275
2020-04-27 02:00:00,Italy,IT-North,392.38369762336555
2020-04-27 03:00:00,Italy,IT-North,385.8384057288231
2020-04-27 04:00:00,Italy,IT-North,377.42882547894277
2020-04-27 05:00:00,Italy,IT-North,360.1026735722285
2020-04-27 06:00:00,Italy,IT-North,332.7301857097891
2020-04-27 07:00:00,Italy,IT-North,319.2420804385239
2020-04-27 08:00:00,Italy,IT-North,315.88528342533994
2020-04-27 09:00:00,Italy,IT-North,299.30172473989245
2020-04-27 10:00:00,Italy,IT-North,291.86189889025894
2020-04-27 11:00:00,Italy,IT-North,289.40186235995924
2020-04-27 12:00:00,Italy,IT-North,293.6802859345434
2020-04-27 13:00:00,Italy,IT-North,301.70548371481914
2020-04-27 14:00:00,Italy,IT-North,315.3909779521168
2020-04-27 15:00:00,Italy,IT-North,340.9431482782853
2020-04-27 16:00:00,Italy,IT-North,348.066313184871
2020-04-27 17:00:00,Italy,IT-North,355.1035787796295
2020-04-27 18:00:00,Italy,IT-North,353.17165048543694
2020-04-27 19:00:00,Italy,IT-North,363.3000350017501
2020-04-27 20:00:00,Italy,IT-North,369.28120252658516
2020-04-27 21:00:00,Italy,IT-North,378.958716826021
2020-04-27 22:00:00,Italy,IT-North,368.54066249615425
2020-04-27 23:00:00,Italy,IT-North,366.8810011867515
2020-04-28 00:00:00,Italy,IT-North,371.9450405079921
2020-04-28 01:00:00,Italy,IT-North,369.6725526983777
2020-04-28 02:00:00,Italy,IT-North,368.02433396265997
2020-04-28 03:00:00,Italy,IT-North,369.65937436107134
2020-04-28 04:00:00,Italy,IT-North,363.10353513419614
2020-04-28 05:00:00,Italy,IT-North,340.37770750988136
2020-04-28 06:00:00,Italy,IT-North,330.4508814379536
2020-04-28 07:00:00,Italy,IT-North,337.99267116682734
2020-04-28 08:00:00,Italy,IT-North,343.1055070517125
2020-04-28 09:00:00,Italy,IT-North,342.02807575155606
2020-04-28 10:00:00,Italy,IT-North,332.7243382401478
2020-04-28 11:00:00,Italy,IT-North,327.88560960716467
2020-04-28 12:00:00,Italy,IT-North,335.70675464254134
2020-04-28 13:00:00,Italy,IT-North,339.84569402933204
2020-04-28 14:00:00,Italy,IT-North,330.38268058572135
2020-04-28 15:00:00,Italy,IT-North,344.25012271229224
2020-04-28 16:00:00,Italy,IT-North,344.24796350602804
2020-04-28 17:00:00,Italy,IT-North,347.5443209717017
2020-04-28 18:00:00,Italy,IT-North,344.7356540485702
2020-04-28 19:00:00,Italy,IT-North,342.25777594274706
2020-04-28 20:00:00,Italy,IT-North,350.12227000590275
2020-04-28 21:00:00,Italy,IT-North,364.5435688405797
2020-04-28 22:00:00,Italy,IT-North,368.50287120590644
2020-04-28 23:00:00,Italy,IT-North,366.8916378565255
2020-04-29 00:00:00,Italy,IT-North,375.52839428988227
2020-04-29 01:00:00,Italy,IT-North,376.7196136854002
2020-04-29 02:00:00,Italy,IT-North,376.3462692745524
2020-04-29 03:00:00,Italy,IT-North,366.5448010002083
2020-04-29 04:00:00,Italy,IT-North,347.8477775870946
2020-04-29 05:00:00,Italy,IT-North,336.7885479326887
2020-04-29 06:00:00,Italy,IT-North,327.1166259652828
2020-04-29 07:00:00,Italy,IT-North,311.2562525076902
2020-04-29 08:00:00,Italy,IT-North,310.00255221975954
2020-04-29 09:00:00,Italy,IT-North,296.5825567659798
2020-04-29 10:00:00,Italy,IT-North,290.3272777130322
