time,load_w,renewables_w,grid_w,battery_w,generator_w,soc,curtailment_wh
2020-05-26 00:48:00+00:00,120380.0,1046.158573039484,0.0,119333.84142696051,0.0,0.4910686113479815,0.0
2020-05-26 00:48:20+00:00,118180.0,883.81692387948,0.0,117296.18307612052,0.0,0.4908567232383465,0.0
2020-05-26 00:48:40+00:00,114310.0,739.203624615061,0.0,113570.79637538493,0.0,0.49065155907817287,0.0
2020-05-26 00:49:00+00:00,104630.0,611.2936237356763,0.0,104018.70637626432,0.0,0.49046363926675735,0.0
2020-05-26 00:49:20+00:00,120120.0,499.06186973077536,0.0,119620.93813026923,0.0,0.4902475473924755,0.0
2020-05-26 00:49:40+00:00,112720.0,401.4833110898083,0.0,112318.51668891018,0.0,0.4900446381071688,0.0
2020-05-26 00:50:00+00:00,120830.0,317.53289630222423,0.0,120512.46710369777,0.0,0.4898269320311948,0.0
2020-05-26 00:50:20+00:00,110590.0,246.1855738574729,0.0,110343.81442614252,0.0,0.4896275840283075,0.0
2020-05-26 00:50:40+00:00,115980.0,186.4162922450041,0.0,115793.583707755,0.0,0.48941839391429043,0.0
2020-05-26 00:51:00+00:00,110300.0,137.19999995426718,0.0,110162.80000004574,0.0,0.4892193687313664,0.0
2020-05-26 00:51:20+00:00,112490.0,97.51164547471184,0.0,112392.48835452528,0.0,0.489016315565346,0.0
2020-05-26 00:51:40+00:00,113420.0,66.32617729578769,0.0,113353.67382270422,0.0,0.48881152478312007,0.0
2020-05-26 00:52:00+00:00,119740.0,42.618543906944346,0.0,119697.38145609305,0.0,0.48859527720081364,0.0
2020-05-26 00:52:20+00:00,117010.0,25.36369379763137,0.0,116984.63630620237,0.0,0.4883839257161007,0.0
2020-05-26 00:52:40+00:00,119200.0,13.536575457298396,0.0,119186.4634245427,0.0,0.48816859613218044,0.0
2020-05-26 00:53:00+00:00,119420.0,6.112137375395018,0.0,119413.8878626246,0.0,0.4879528535829902,0.0
2020-05-26 00:53:20+00:00,110550.0,2.065328041370838,0.0,110547.93467195863,0.0,0.48775311852573605,0.0
2020-05-26 00:53:40+00:00,116930.0,0.37109594467545814,0.0,116929.62890405532,0.0,0.48754185756472695,0.0
2020-05-26 00:54:00+00:00,111210.0,0.004389574758482828,0.0,111209.99561042525,0.0,0.48734092290235437,0.0
2020-05-26 00:54:20+00:00,113270.0,0.0,0.0,113270.0,0.0,0.48713626625386586,0.0
2020-05-26 00:54:40+00:00,114060.0,0.0,0.0,114060.00000000001,0.0,0.4869301809241535,0.0
2020-05-26 00:55:00+00:00,114710.0,0.0,0.0,114710.0,0.0,0.4867229196885634,0.0
2020-05-26 00:55:20+00:00,114040.0,0.0,0.0,114040.0,0.0,0.48651686626376417,0.0
2020-05-26 00:55:40+00:00,114320.0,0.0,0.0,114319.99999999999,0.0,0.4863103050894632,0.0
2020-05-26 00:56:00+00:00,107700.0,0.0,0.0,107700.0,0.0,0.48611569693493717,0.0
2020-05-26 00:56:20+00:00,119280.0,0.0,0.0,119280.00000000001,0.0,0.4859001742518366,0.0
2020-05-26 00:56:40+00:00,111600.0,0.0,0.0,111600.0,0.0,0.4856985189581872,0.0
2020-05-26 00:57:00+00:00,117960.0,0.0,0.0,117960.0,0.0,0.48548537570213174,0.0
2020-05-26 00:57:20+00:00,119110.0,0.0,0.0,119110.0,0.0,0.48527015331219664,0.0
2020-05-26 00:57:40+00:00,116410.0,0.0,0.0,116410.0,0.0,0.4850598048483714,0.0
2020-05-26 00:58:00+00:00,113580.0,0.0,0.0,113580.0,0.0,0.48485456524850407,0.0
2020-05-26 00:58:20+00:00,116320.0,0.0,0.0,116320.0,0.0,0.4846443750038387,0.0
2020-05-26 00:58:40+00:00,110600.0,0.0,0.0,110600.0,0.0,0.48444451325671456,0.0
2020-05-26 00:59:00+00:00,117330.0,0.0,0.0,117330.0,0.0,0.48423249460499246,0.0
2020-05-26 00:59:20+00:00,119870.0,0.0,0.0,119870.0,0.0,0.4840158862299445,0.0
2020-05-26 00:59:40+00:00,116310.0,0.0,0.0,116310.00000000001,0.0,0.48380570532540684,0.0
2020-05-26 01:00:00+00:00,108010.0,0.0,0.0,108010.0,0.0,0.4836105131968405,0.0
2020-05-26 01:00:20+00:00,117010.0,0.0,0.0,117010.0,0.0,0.48339906376637626,0.0
2020-05-26 01:00:40+00:00,116470.0,0.0,0.0,116470.0,0.0,0.4831885874597782,0.0
2020-05-26 01:01:00+00:00,117910.0,0.0,0.0,117910.0,0.0,0.48297550803766365,0.0
2020-05-26 01:01:20+00:00,118830.0,0.0,0.0,118830.00000000001,0.0,0.48276076464929174,0.0
2020-05-26 01:01:40+00:00,114310.0,0.0,0.0,114310.0,0.0,0.4825541831659319,0.0
2020-05-26 01:02:00+00:00,123740.0,0.0,0.0,123740.0,0.0,0.482330566583493,0.0
2020-05-26 01:02:20+00:00,115610.0,0.0,0.0,115610.0,0.0,0.4821216325476842,0.0
2020-05-26 01:02:40+00:00,119430.0,0.0,0.0,119430.0,0.0,0.48190579630685176,0.0
2020-05-26 01:03:00+00:00,117800.0,0.0,0.0,117800.0,0.0,0.4816929020529595,0.0
2020-05-26 01:03:20+00:00,116450.0,0.0,0.0,116450.0,0.0,0.4814824441069886,0.0
2020-05-26 01:03:40+00:00,118420.0,0.0,0.0,118420.0,0.0,0.4812684254542261,0.0
2020-05-26 01:04:00+00:00,114600.0,0.0,0.0,114600.00000000001,0.0,0.4810613048777754,0.0
2020-05-26 01:04:20+00:00,117340.0,0.0,0.0,117340.0,0.0,0.48084923266757873,0.0
2020-05-26 01:04:40+00:00,119520.0,0.0,0.0,119520.0,0.0,0.4806332202558156,0.0
2020-05-26 01:05:00+00:00,118950.0,0.0,0.0,118950.0,0.0,0.4804182352001035,0.0
2020-05-26 01:05:20+00:00,109000.0,0.0,0.0,109000.0,0.0,0.48022122203261436,0.0
2020-05-26 01:05:40+00:00,104130.0,0.0,0.0,104130.0,0.0,0.4800330044404254,0.0
2020-05-26 01:06:00+00:00,100830.0,0.0,0.0,100830.00000000001,0.0,0.4798507464948898,0.0
2020-05-26 01:06:20+00:00,88650.0,0.0,0.0,88650.0,0.0,0.47969049006381337,0.0
2020-05-26 01:06:40+00:00,95510.0,0.0,0.0,95509.99999999999,0.0,0.47951783969426764,0.0
2020-05-26 01:07:00+00:00,99490.0,0.0,0.0,99490.00000000001,0.0,0.47933799787067544,0.0
2020-05-26 01:07:20+00:00,95740.0,0.0,0.0,95740.0,0.0,0.4791649290003574,0.0
2020-05-26 01:07:40+00:00,95620.0,0.0,0.0,95620.00000000001,0.0,0.47899207544310723,0.0
2020-05-26 01:08:00+00:00,92950.0,0.0,0.0,92950.0,0.0,0.4788240439756335,0.0
2020-05-26 01:08:20+00:00,101460.0,0.0,0.0,101460.00000000001,0.0,0.4786406370153406,0.0
2020-05-26 01:08:40+00:00,94150.0,0.0,0.0,94150.0,0.0,0.4784704347130032,0.0
2020-05-26 01:09:00+00:00,87200.0,0.0,0.0,87200.0,0.0,0.47831278702222213,0.0
2020-05-26 01:09:20+00:00,96290.0,0.0,0.0,96290.0,0.0,0.47813871576694544,0.0
2020-05-26 01:09:40+00:00,88660.0,0.0,0.0,88660.0,0.0,0.4779784277946616,0.0
2020-05-26 01:10:00+00:00,96540.0,0.0,0.0,96540.0,0.0,0.4778039020068002,0.0
2020-05-26 01:10:20+00:00,99500.0,0.0,0.0,99500.0,0.0,0.47762402692850287,0.0
2020-05-26 01:10:40+00:00,99090.0,0.0,0.0,99090.0,0.0,0.47744489100417165,0.0
2020-05-26 01:11:00+00:00,99420.0,0.0,0.0,99420.0,0.0,0.47726515728161395,0.0
2020-05-26 01:11:20+00:00,96780.0,0.0,0.0,96780.00000000001,0.0,0.4770901917488245,0.0
2020-05-26 01:11:40+00:00,92020.0,0.0,0.0,92020.0,0.0,0.4769238248424546,0.0
2020-05-26 01:12:00+00:00,91160.0,0.0,0.0,91160.0,0.0,0.4767590103937075,0.0
2020-05-26 01:12:20+00:00,94590.0,0.0,0.0,94590.0,0.0,0.47658799735186175,0.0
2020-05-26 01:12:40+00:00,88100.0,0.0,0.0,88100.00000000001,0.0,0.47642870897812495,0.0
2020-05-26 01:13:00+00:00,92710.0,0.0,0.0,92710.0,0.0,0.47626108996200445,0.0
2020-05-26 01:13:20+00:00,94810.0,0.0,0.0,94810.00000000001,0.0,0.4760896752288438,0.0
2020-05-26 01:13:40+00:00,94510.0,0.0,0.0,94510.0,0.0,0.4759188011026096,0.0
2020-05-26 01:14:00+00:00,94720.0,0.0,0.0,94720.00000000001,0.0,0.4757475460997193,0.0
2020-05-26 01:14:20+00:00,92440.0,0.0,0.0,92440.0,0.0,0.47558040932503204,0.0
2020-05-26 01:14:40+00:00,89860.0,0.0,0.0,89860.0,0.0,0.4754179329484625,0.0
2020-05-26 01:15:00+00:00,93470.0,0.0,0.0,93470.0,0.0,0.4752489323546843,0.0
2020-05-26 01:15:20+00:00,80140.0,0.0,0.0,80140.0,0.0,0.4751040165703491,0.0
2020-05-26 01:15:40+00:00,92100.0,0.0,0.0,92100.0,0.0,0.4749374888642728,0.0
2020-05-26 01:16:00+00:00,87600.0,0.0,1.0231815394945443e-11,87599.99999999999,0.0,0.4747790910553087,0.0
2020-05-26 01:16:20+00:00,96990.0,0.0,0.0,96990.0,0.0,0.474603724644941,0.0
2020-05-26 01:16:40+00:00,96180.0,0.0,0.0,96180.0,0.0,0.4744298203729719,0.0
2020-05-26 01:17:00+00:00,95960.0,0.0,0.0,95959.99999999999,0.0,0.47425631215113173,0.0
2020-05-26 01:17:20+00:00,91240.0,0.0,0.0,91240.0,0.0,0.4740913315330848,0.0
2020-05-26 01:17:40+00:00,92700.0,0.0,0.0,92700.0,0.0,0.4739237113216354,0.0
2020-05-26 01:18:00+00:00,94400.0,0.0,0.0,94400.0,0.0,0.47375301776063944,0.0
2020-05-26 01:18:20+00:00,85400.0,0.0,0.0,85400.0,0.0,0.47359858626160467,0.0
2020-05-26 01:18:40+00:00,96170.0,0.0,0.0,96170.0,0.0,0.4734246914565233,0.0
2020-05-26 01:19:00+00:00,90280.0,0.0,0.0,90280.00000000001,0.0,0.4732614388972065,0.0
2020-05-26 01:19:20+00:00,92810.0,0.0,0.0,92809.99999999999,0.0,0.4730936130648935,0.0
2020-05-26 01:19:40+00:00,95200.0,0.0,0.0,95200.0,0.0,0.47292146684047165,0.0
2020-05-26 01:20:00+00:00,97810.0,0.0,0.0,97810.0,0.0,0.4727446025429971,0.0
2020-05-26 01:20:20+00:00,91810.0,0.0,0.0,91810.0,0.0,0.47257857959330213,0.0
2020-05-26 01:20:40+00:00,95290.0,0.0,0.0,95290.0,0.0,0.47240626636153943,0.0
2020-05-26 01:21:00+00:00,86140.0,0.0,0.0,86140.0,0.0,0.4722504873499485,0.0
2020-05-26 01:21:20+00:00,91050.0,0.0,0.0,91050.0,0.0,0.4720858338343314,0.0
2020-05-26 01:21:40+00:00,93300.0,0.0,0.0,93300.0,0.0,0.4719171127688936,0.0
2020-05-26 01:22:00+00:00,96750.0,0.0005486968448102074,0.0,96749.99945130316,0.0,0.47174215538279635,0.0
2020-05-26 01:22:20+00:00,87350.0,0.012480312956262578,0.0,87349.98751968704,0.0,0.47158418455991213,0.0
2020-05-26 01:22:40+00:00,94360.0,0.05576385711701198,0.0,94359.9442361429,0.0,0.4714135437438591,0.0
2020-05-26 01:23:00+00:00,93400.0,0.15068587100601244,0.0,93399.849314129,0.0,0.471244636645739,0.0
2020-05-26 01:23:20+00:00,92820.0,0.31753289630222026,0.0,92819.68246710372,0.0,0.47107677667137354,0.0
2020-05-26 01:23:40+00:00,92360.0,0.5765914746845985,0.0,92359.42340852531,0.0,0.47090974713785244,0.0
2020-05-26 01:24:00+00:00,94470.0,0.9481481478321012,0.0,94469.05185185217,0.0,0.4707389034685823,0.0
2020-05-26 01:24:20+00:00,93150.0,1.4524894574236715,0.0,93148.54751054257,0.0,0.47057044495219896,0.0
2020-05-26 01:24:40+00:00,95130.0,2.1099019451382737,0.0,95127.89009805488,0.0,0.47039840768218355,0.0
2020-05-26 01:25:00+00:00,91300.0,2.9406721526548836,1.0231815394945443e-11,91297.05932784732,0.0,0.4702332926547854,0.0
2020-05-26 01:25:20+00:00,94610.0,3.9650866216524463,0.0,94606.03491337835,0.0,0.4700621957203081,0.0
2020-05-26 01:25:40+00:00,93200.0,5.203431893809883,0.0,93194.79656810618,0.0,0.469893648008138,0.0
2020-05-26 01:26:00+00:00,90180.0,6.675994510806179,1.0231815394945443e-11,90173.32400548918,0.0,0.46973055993309965,0.0
2020-05-26 01:26:20+00:00,93500.0,8.403061014320325,0.0,93491.59693898568,0.0,0.4695614730284696,0.0
2020-05-26 01:26:40+00:00,93590.0,10.404917946031254,0.0,93579.59508205399,0.0,0.46939222566660604,0.0
2020-05-26 01:27:00+00:00,96600.0,12.70185184761792,0.0,96587.29814815237,0.0,0.46921754060956894,0.0
2020-05-26 01:27:20+00:00,94860.0,15.314149260759208,0.0,94844.68585073923,0.0,0.4690460037710215,0.0
2020-05-26 01:27:40+00:00,92950.0,18.262096727134136,0.0,92931.73790327286,0.0,0.46887792311145987,0.0
2020-05-26 01:28:00+00:00,95000.0,21.56598078842174,0.0,94978.43401921158,0.0,0.468706141656881,0.0
2020-05-26 01:28:20+00:00,97190.0,25.246087986300903,0.0,97164.7539120137,0.0,0.4685304069392796,0.0
2020-05-26 01:28:40+00:00,90170.0,29.32270486245048,0.0,90140.67729513755,0.0,0.468367366952107,0.0
2020-05-26 01:29:00+00:00,86400.0,33.81611795854951,0.0,86366.18388204146,0.0,0.46821114823370286,0.0
2020-05-26 01:29:20+00:00,90870.0,38.746613816277105,0.0,90831.25338618373,0.0,0.4680468574307062,0.0
2020-05-26 01:29:40+00:00,94290.0,44.13447897731207,0.0,94245.86552102269,0.0,0.46787639312686735,0.0
2020-05-26 01:30:00+00:00,86520.0,49.99999998333323,0.0,86470.00000001666,0.0,0.4677199829885098,0.0
2020-05-26 01:30:20+00:00,95770.0,56.3634633760197,0.0,95713.63653662399,0.0,0.46754686279032565,0.0
2020-05-26 01:30:40+00:00,88820.0,63.245155697050556,0.0,88756.75484430295,0.0,0.4673863165349716,0.0
2020-05-26 01:31:00+00:00,94520.0,70.66536348810465,0.0,94449.33463651189,0.0,0.4672154788944159,0.0
2020-05-26 01:31:20+00:00,85810.0,78.64437329086091,0.0,85731.35562670913,0.0,0.4670603988964704,0.0
2020-05-26 01:31:40+00:00,89770.0,87.20247164699808,0.0,89682.797528353,0.0,0.46689817482994767,0.0
2020-05-26 01:32:00+00:00,90350.0,96.35994509819531,0.0,90253.6400549018,0.0,0.46673491756934865,0.0
2020-05-26 01:32:20+00:00,90880.0,106.13708018613183,0.0,90773.86291981388,0.0,0.4665707185943363,0.0
2020-05-26 01:32:40+00:00,91410.0,116.55416345248629,1.0231815394945443e-11,91293.4458365475,0.0,0.46640557903852875,0.0
2020-05-26 01:33:00+00:00,90990.0,127.63148143893747,0.0,90862.36851856108,0.0,0.46624121741271046,0.0
2020-05-26 01:33:20+00:00,96010.0,139.38932068716463,0.0,95870.61067931284,0.0,0.4660678008484091,0.0
2020-05-26 01:33:40+00:00,83930.0,151.84796773884676,0.0,83778.15203226115,0.0,0.46591624303790097,0.0
2020-05-26 01:34:00+00:00,88550.0,165.02770913566286,0.0,88384.97229086435,0.0,0.46575635602651677,0.0
2020-05-26 01:34:20+00:00,93580.0,178.94883141929137,0.0,93401.05116858073,0.0,0.46558739976192753,0.0
2020-05-26 01:34:40+00:00,89900.0,193.63162113141155,0.0,89706.36837886859,0.0,0.46542512134779984,0.0
2020-05-26 01:35:00+00:00,85090.0,209.09636481370285,0.0,84880.9036351863,0.0,0.4652715651922542,0.0
2020-05-26 01:35:20+00:00,94990.0,225.36334900784368,0.0,94764.63665099215,0.0,0.4651001397680078,0.0
2020-05-26 01:35:40+00:00,81800.0,242.45286025551326,0.0,81557.54713974449,0.0,0.46495258927899813,0.0
2020-05-26 01:36:00+00:00,93330.0,260.38518509838985,0.0,93069.6148149016,0.0,0.46478422552755727,0.0
2020-05-26 01:36:20+00:00,94900.0,279.180610078153,0.0,94620.81938992185,0.0,0.46461305599759645,0.0
2020-05-26 01:36:40+00:00,92660.0,298.85942173648215,0.0,92361.14057826351,0.0,0.464445970279857,0.0
2020-05-26 01:37:00+00:00,95190.0,319.4419066150557,0.0,94870.55809338494,0.0,0.46427434639770143,0.0
2020-05-26 01:37:20+00:00,86270.0,340.9483512555525,0.0,85929.05164874445,0.0,0.4641188866095435,0.0
2020-05-26 01:37:40+00:00,94100.0,363.39904219965075,0.0,93736.60095780034,0.0,0.46394931008853774,0.0
2020-05-26 01:38:00+00:00,81790.0,386.8142659890314,0.0,81403.18573401097,0.0,0.46380203036238743,0.0
2020-05-26 01:38:20+00:00,89360.0,411.2143091653721,0.0,88948.78569083463,0.0,0.4636411074015307,0.0
2020-05-26 01:38:40+00:00,75070.0,436.6194582703522,0.0,74633.38054172965,0.0,0.4635060651082774,0.0
2020-05-26 01:39:00+00:00,96780.0,463.049999845649,0.0,96316.95000015435,0.0,0.4633318182251738,0.0
2020-05-26 01:39:20+00:00,96060.0,490.52622043294434,0.0,95569.47377956707,0.0,0.46315892129144615,0.0
2020-05-26 01:39:40+00:00,87960.0,519.0684065739159,0.0,87440.93159342608,0.0,0.4630007194846523,0.0
2020-05-26 01:40:00+00:00,91950.0,548.6968448102422,0.0,91401.30315518976,0.0,0.46283535594776926,0.0
2020-05-26 01:40:20+00:00,83640.0,579.4318216836014,0.0,83060.5681783164,0.0,0.46268507155540206,0.0
2020-05-26 01:40:40+00:00,84570.0,611.2936237356747,0.0,83958.70637626432,0.0,0.4625331621635936,0.0
2020-05-26 01:41:00+00:00,85990.0,644.30253750814,0.0,85345.69746249187,0.0,0.46237874385018324,0.0
2020-05-26 01:41:20+00:00,85030.0,678.4788495426762,0.0,84351.52115045732,0.0,0.46222612193181994,0.0
2020-05-26 01:41:40+00:00,86760.0,713.8428463809624,0.0,86046.15715361903,0.0,0.4620704347867479,0.0
2020-05-26 01:42:00+00:00,84060.0,750.4148145646753,0.0,83309.58518543532,0.0,0.46191969450937315,0.0
2020-05-26 01:42:20+00:00,85770.0,788.2150406354976,0.0,84981.78495936451,0.0,0.46176592955428947,0.0
2020-05-26 01:42:40+00:00,89440.0,827.2638111351073,1.0231815394945443e-11,88612.73618886487,0.0,0.4616055981342068,0.0
2020-05-26 01:43:00+00:00,90960.0,867.5814126051821,0.0,90092.41858739482,0.0,0.4614425899416072,0.0
2020-05-26 01:43:20+00:00,87460.0,909.1881315873997,0.0,86550.8118684126,0.0,0.4612859843070904,0.0
2020-05-26 01:43:40+00:00,90650.0,952.1042546234424,0.0,89697.89574537656,0.0,0.46112368692981237,0.0
2020-05-26 01:44:00+00:00,82930.0,996.3500682549885,0.0,81933.649931745,0.0,0.46097542763771276,0.0
2020-05-26 01:44:20+00:00,86730.0,1041.9458590237155,0.0,85688.05414097628,0.0,0.46082037847236856,0.0
2020-05-26 01:44:40+00:00,78280.0,1088.9119134713007,0.0,77191.0880865287,0.0,0.460680692647609,0.0
2020-05-26 01:45:00+00:00,79590.0,1137.2685181394277,0.0,78452.73148186057,0.0,0.4605387245050347,0.0
2020-05-26 01:45:20+00:00,85490.0,1187.0359595697726,0.0,84302.96404043023,0.0,0.4603861766255662,0.0
2020-05-26 01:45:40+00:00,93370.0,1238.2345243040156,0.0,92131.76547569598,0.0,0.46021947096577664,0.0
2020-05-26 01:46:00+00:00,80820.0,1290.884498883834,0.0,79529.11550111616,0.0,0.4600755532065106,0.0
2020-05-26 01:46:20+00:00,83570.0,1345.006169850906,0.0,82224.99383014909,0.0,0.45992675946659717,0.0
2020-05-26 01:46:40+00:00,74370.0,1400.6198237469139,0.0,72969.3801762531,0.0,0.45979470172616477,0.0
2020-05-26 01:47:00+00:00,87370.0,1457.745747113535,0.0,85912.25425288646,0.0,0.4596392381555598,0.0
2020-05-26 01:47:20+00:00,81880.0,1516.4042264924492,0.0,80363.59577350755,0.0,0.45949380728421496,0.0
2020-05-26 01:47:40+00:00,89420.0,1576.6155484253309,0.0,87843.38445157468,0.0,0.45933484924458245,0.0
2020-05-26 01:48:00+00:00,87420.0,1638.399999453865,0.0,85781.60000054614,0.0,0.4591796184396029,0.0
2020-05-26 01:48:20+00:00,78730.0,1701.777866119728,0.0,77028.22213388028,0.0,0.45904021593866146,0.0
2020-05-26 01:48:40+00:00,87070.0,1766.7694349646001,0.0,85303.2305650354,0.0,0.45888584797391463,0.0
2020-05-26 01:49:00+00:00,82400.0,1833.3949925301542,0.0,80566.60500746984,0.0,0.4587400446164484,0.0
2020-05-26 01:49:20+00:00,82020.0,1901.6748253580793,0.0,80118.32517464193,0.0,0.4585950508995347,0.0
2020-05-26 01:49:40+00:00,82120.0,1971.6292199900479,0.0,80148.37078000995,0.0,0.45845000181834367,0.0
2020-05-26 01:50:00+00:00,76590.0,2043.2784629677399,0.0,74546.72153703227,0.0,0.4583150820215542,0.0
2020-05-26 01:50:20+00:00,90000.0,2116.642840832836,0.0,87883.35715916716,0.0,0.4581560424978245,0.0
2020-05-26 01:50:40+00:00,85790.0,2191.7426401270086,0.0,83598.257359873,0.0,0.4580047512513152,0.0
2020-05-26 01:51:00+00:00,88150.0,2268.598147391947,0.0,85881.40185260805,0.0,0.45784932983033777,0.0
